,BY4741_24ave,BY4741_24std,BY4741_37ave,BY4741_37std,elo1_24ave,elo1_24std,elo1_37ave,elo1_37std,elo2_24ave,elo2_24std,elo2_37ave,elo2_37std,elo3_24ave,elo3_24std,elo3_37ave,elo3_37std
PC 18:1-18:1,0.322940699,0.004271427,0.574495905,0.031363222,0.302496344,0.013635564,0.663582101,0.061002401,0.92961738,0.001249898,0.627182388,0.022289521,0.261364735,0.00662602,0.296416176,0.00407196
PC 18:0-18:1,0.05726942,0.01489735,0.500573075,0.002977894,0.124339756,0.010489609,0.563813403,0.020944325,0.019505546,0.00149873,0.356015156,0.024508269,0.020044539,0.005470387,0.171660775,0.009061222
PC 18:0-18:0,0.034270878,0.003879674,0.037879659,0.004856854,0.029201168,0.00034644,0.031644034,0.021848795,0.009436048,0.005890033,0.019483558,0.000577126,0.024049835,0.00353971,0.033788356,0.006002126
LPI 12:0,0.003848367,0.00025686,0,0,0,0,0,0,0.000950061,0.00012358,0.000437681,0.000618975,0.018740602,0.001448975,0.018315469,0.005514419
LPI 14:1,0.000397332,0.000561912,0,0,0,0,0,0,0,0,0,0,0.026494524,0.000430524,0.004453148,0.001650973
LPI 14:0,0,0,0,0,0,0,0.003671514,0.001085555,0,0,0,0,0.004029819,0.00019231,0.003588527,0.002824803
LPI 16:1,0.156940249,0.001640589,0.150810867,0.002376304,0.010629857,0.004186648,0.089772639,0.004460514,0.110483009,0.004534592,0.092921351,0.001287054,0.239999953,0.001825189,0.456007515,0.015566864
LPI 16:0,0.077375384,0.006188452,0.120039223,0.007642726,0.412776718,0.01359363,0.092795417,0.003620668,0.183741268,0.014483387,0.17531257,0.013973591,0.162780451,0.001284302,0.225436868,0.003975978
LPI 18:1,0.119618646,0.010398681,0.227257512,0.002922425,0.015913482,0.006981919,0.163987467,0.00677,0.214561295,0.010052315,0.199651583,0.001535407,0.141782852,0.002230034,0.31346307,0.004129324
LPI 18:0,0.022072434,0.002412674,0.036607982,0.003548663,0.480762175,0.001235005,0.034312726,6.89E-05,0.270020879,0.001658856,0.158807086,0.005736878,0.115693979,0.004799528,0.093414175,0.001063388
LPI 22:0,0,0,0,0,0,0,0,0,0,0,0,0,0.074952429,0.002677111,0.043091868,0.001799939
LPI 24:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LPI 26:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PI 10:0-16:1,0.101383664,0.004560878,0,0,0.054024793,0.019377045,0.012695168,0.017953679,0.061099102,0.008543713,0,0,0.192921979,0.004222474,0,0
PI 10:0-16:0,0.908379986,0.029661164,0.463410003,0.037051688,0.410852865,0.021795442,0.265433699,0.020511434,0.519157341,0.009588464,0.385816399,0.012596137,0.97709331,0.026998657,0.406079023,0.007814326
PI 12:0-14:0,0.101978486,0.004836694,0,0,0.118067728,0.006919509,0.062174657,0.011823913,0.062635415,0.004536032,0,0,0.238505971,0.013143154,0.048549828,0.010151379
PI 12:0-16:1,0.236774691,0.018960403,0.067012386,0.006637896,0.148960595,0.004383944,0.064086021,0.000311224,0.138722077,0.012663505,0.04245877,1.59E-05,0.554991054,0.006127157,0.14708092,0.002671546
PI 14:0-14:1,0.026584206,0.005330017,0,0,0.083682555,0.013072018,0.042393932,0.004863878,0.018909618,0.000958763,0,0,0.126522362,0.005153306,0,0
PI 14:0-14:0,0.022705587,0.002387015,0,0,0.054042452,0.002437768,0.109369583,0.008006491,0.015543791,0.004665794,0,0,0.020477593,0.000111613,0.031925629,0.004347339
PI 12:0-16:0,1.609203342,0.077866957,0.896941731,0.058983183,1.244319261,0.116305891,0.823492552,0.006603731,1.142666881,0.085201114,0.857750143,0.00704434,1.728934833,0.055741124,1.371252074,0.074577361
PI 10:0-18:0,0.226036343,0.01307091,0.091546226,0.014667434,0.127701844,0.007006227,0.064031782,0.001279988,0.255234422,0.024151093,0.137012283,0.019212353,0.240662238,0.006431311,0.085930064,0.009997127
PI 14:1-16:1,0.064792086,0.005163122,0,0,0.052460493,0.07419034,0.062574928,0.007123786,0.044907287,0.001110518,0,0,0.246964647,0.003923283,0.056905172,0.016859217
PI 14:1-16:0,0.525433243,0.010237127,0.087919758,0.004852397,0.631395587,0.03448682,0.642881991,0.00932431,0.37262175,0.036478407,0.098727288,0.017923251,1.339949136,0.00261471,0.402630492,0.006145741
PI 14:0-16:1,0.47159558,0.005581805,0.14647275,0.018483353,0.440508781,0.038069363,0.583273344,0.033702263,0.287514827,0.020591286,0.110201106,0.001696822,1.037511097,0.02476217,0.382945075,0.0036137
PI 12:0-18:0,0.320871433,0.028113814,0.183208018,0.006127131,0.414768687,0.007378724,0.214497092,0.014208845,0.445739081,0.016702114,0.317961294,0.014947177,0.373291063,0.010109112,0.292337248,0.00168371
PI 14:0-16:0,0.210523388,0.001607588,0.395216413,0.017992524,0.30669188,0.023344993,1.307562519,0.023051476,0.10759954,0.009599363,0.295020855,0.01401776,0.126559167,0.008371956,0.692268567,0.024772005
PI 16:1-16:1,1.140076642,0.025146057,1.098379304,0.091456368,0.723067904,0.00550953,0.879149173,0.055328751,0.813195682,0.032847277,0.597790627,0.006292953,1.817151149,0.028469438,1.231868399,0.041236112
PI 16:0-16:1,5.867093997,0.039987838,8.733054275,0.434486751,3.961164755,0.139152878,6.177125897,0.07175293,5.713999263,0.163102281,6.726855301,0.318047516,7.538992297,0.237953102,9.096000688,0.411921788
PI 14:0-18:1,0.262911435,0.008699619,0.122708132,0.009769804,0.358180476,0.002081024,0.897485253,0.007683009,0.430605114,0.013147014,0.17430064,6.53E-05,0.512451671,0.017469959,0.233178391,0.029635808
PI 14:1-18:0,0.120469777,0.014417487,0.00985388,0.013935491,0.204299142,0.002743111,0.176497314,0.002851835,0.176069534,0.005419778,0.046506661,0.007685658,0.337109033,0.02419169,0.098980372,0.002005741
PI 16:0-16:0,0.078407272,0.005519179,0.550081771,0.031545749,0.105148132,0.022459864,0.343007767,0.002951849,0.079125428,0.000402631,0.309272734,0.000115804,0.094811137,0.001310129,0.410878427,0.046146112
PI 16:1-18:1,0.828030202,0.051087284,1.457186866,0.074456272,0.672070188,0.037406058,1.603734337,0.06295087,1.39041044,0.079192382,0.97088885,0.08931609,1.351769575,0.00115511,0.947688314,0.056157523
PI 16:0-18:1,4.003086615,0.178111727,10.78921786,0.666520864,3.774100109,0.166792925,9.859899679,0.145681728,8.263710637,0.023012179,10.72959701,0.320845745,4.39934227,0.035212913,6.298052408,0.023519435
PI 18:0-16:1,2.051578587,0.113389774,2.604864388,0.069890576,1.686761688,0.132725878,2.324833046,0.047626135,3.618559118,0.096483941,3.525365086,0.23869093,2.528602088,0.006277161,2.710271303,0.002093096
PI 18:1-18:1,0.074619459,0.01910359,0.13255174,0.001343437,0.084599178,0.003313692,0.167823775,0.009485315,0.361012312,0.00844261,0.192378033,0.010463567,0.143484263,0.014376584,0.1223541,0.032267205
PI 18:0-18:1,0.994033202,0.082322711,2.403245976,0.001457248,1.091787622,0.001275511,2.803346911,0.040119063,4.112419674,0.039331698,4.09481852,0.105087145,1.023276179,0.020514086,1.269424265,0.011247942
PG 16:1-16:1,0.022541333,0.003324123,0.021962826,0.006619131,0.027926422,0.003295051,0.027247539,0.009208243,0.014005584,0.008547775,0.020079849,0.005578105,0.018809853,0.003213786,0.025096389,0.001746015
PG 16:0-16:1,0.020065464,0.00157589,0.010853808,0.015349603,0.020810534,0.002153234,0.015354729,0.002160735,0,0,0.007056063,0.00997878,0.005999994,0.008485272,0.01247558,0.017643135
PG 16:1-18:1,0.013953237,0.000924363,0,0,0.024080588,0.003756689,0,0,0.006510099,0.009206671,0.008385615,0.011859051,0,0,0,0
PG 16:0-18:1,0,0,0.008839826,0.012501402,0.015608096,0.002351489,0.0072209,0.010211895,0.020435818,0.000105819,0.024616039,0.002262817,0.006302597,0.008913218,0.012759911,0.018045238
PG 18:1-18:1,0,0,0,0,0,0,0,0,0.002330452,0.003295757,0.002792409,0.003949062,0,0,0,0
PG 18:0-18:1,0,0,0,0,0.005218182,0.007379624,0,0,0,0,0,0,0,0,0,0
CL 16:1-16:1-16:1-16:1,0.119146745,0.01195649,0.094299072,0.009019705,0.087387306,0.006180702,0.107049013,0.005799666,0.025413127,0.008076249,0,0,0.188035017,0.021211316,0.188065444,0.01495028
CL 16:0-16:1-16:1-16:1,0,0,0,0,0,0,0,0,0.031870719,0.015599738,0.008600201,0.012162521,0,0,0,0
CL 16:0-16:0-16:1-16:1,0,0,0,0,0.006698156,0.009472623,0,0,0,0,0.009874455,0.000857941,0,0,0.003401851,0.004810944
CL 16:1-16:1-16:1-18:1,0.25158887,0.039189072,0.400806227,0.055628473,0,0,0.374390389,0.0082407,0.103746708,0.007700981,0.102770015,0.145338748,0.284913694,0.002299977,0.352735687,0.033686527
CL 16:0-16:1-16:1-18:1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL 16:0-16:0-16:1-18:1,0.157856057,0.001760949,0.086177395,0.006301663,0.075176389,0.001300983,0.071852575,0.000348246,0.121639911,0.002114708,0.08714169,0.017966742,0.130732977,0.028481268,0.071285968,0.006172425
CL 16:1-16:1-18:1-18:1,0.174494117,0.035599125,0.543453404,0.105291944,0.153311526,0.006633335,0.532009568,0.040489374,0.182319925,0.044763827,0.306937599,0.063676249,0.161544201,0.000471588,0.211796887,0.02081204
CL 16:0-16:1-18:1-18:1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL 16:0-16:1-18:0-18:1,0.022450729,0.002779491,0.010866143,0.015367046,0.017070766,0.005318558,0.009711619,0.002006478,0.068182799,0.004119596,0.036160181,0.006886128,0.004381923,0.001501102,0.002371518,0.00028162
CL 16:1-18:1-18:1-18:1,0.068701339,0.011954035,0.33799318,0.070644101,0.059965418,0.027185948,0.407196476,0.002297411,0.146793852,0.019466913,0.27740189,0.058091948,0.036014613,0.004800946,0.076191245,0.009414287
CL 16:0-18:1-18:1-18:1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL 16:0-18:0-18:1-18:1,0.153432903,0.006202536,0.129679811,0.01096252,0.085584419,0.00343179,0.123144904,0.01240277,0.190765648,0.023543422,0.158285115,0.020626377,0.109969183,0.025665368,0.069150811,0.004500321
CL 18:1-18:1-18:1-18:1,0.002254641,0.003188544,0.039830797,0.008441406,0.001911639,0.002703466,0.106341886,0.002607316,0.02214912,0.012209192,0.061197286,0.017004625,0,0,0.001230391,0.001740036
CL 18:0-18:1-18:1-18:1,0.002806311,0.001627691,0.001843392,0.002606949,0,0,0,0,0.004972867,0.007032697,0.008692876,0.000620844,0.000608042,0.000859901,0,0
LCB 16:0;2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LCB 16:0;3,0,0,0,0,0,0,0,0,0,0,0,0,0.051382688,0.020405583,0,0
LCB 18:0;2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LCB 18:0;3,0.063094884,0.045464331,0.004453457,0.006298139,0,0,0,0,3.824532747,0.303589598,1.340984772,0.513036692,4.87147135,0.028153728,1.928862692,0.211365683
LCB 20:0;2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LCB 20:0;3,0,0,0,0,0,0,0,0,0.008414292,0.000224175,0.510395699,0.212273061,0,0,0.469675551,0.091026483
LCBP 16:0;2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LCBP 16:0;3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LCBP 18:0;2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LCBP 18:0;3,0,0,0,0,0,0,0,0,0.433098498,0.046750335,0,0,0.288934205,0.073502768,0,0
LCBP 20:0;2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LCBP 20:0;3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cer 18:0;3-16:0;0,0,0,0,0,0,0,0,0,0.031098347,0.003229716,0.008400161,0.011879622,0.016008096,0.008636306,0,0
Cer 18:0;3-16:0;1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cer 18:0;3-18:0;1,0,0,0,0,0,0,0,0,0.004537373,0.006416814,0.005164349,0.007303492,0,0,0,0
Cer 18:0;3-20:0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cer 18:0;3-20:0;1,0,0,0,0,0,0,0,0,0,0,0,0,0.009381112,0.000235574,0,0
Cer 18:0;3-22:0;0,0,0,0,0,0,0,0,0,0,0,0,0,0.022244054,0.015454916,0.040777203,0.004594886
Cer 18:0;2-24:0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cer 18:0;3-22:0;1,0,0,0,0,0,0,0,0,0,0,0,0,0.078101114,0.007069837,0.108509095,0.008175729
Cer 18:0;3-24:0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cer 18:0;2-26:0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cer 18:0;3-24:0;1,0,0,0.005233229,0.007400904,0.013824222,0.007518574,0,0,0.041194575,0.012881883,0.01306441,0.002825525,0.029432582,0.003116914,0.007902152,0.011175331
Cer 18:0;3-26:0;0,0,0,0.010312487,0.000217749,0,0,0.004988375,0.007054628,0,0,0,0,0,0,0,0
Cer 20:0;3-24:0;1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cer 18:0;3-24:0;2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cer 20:0;2-26:0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cer 18:0;3-26:0;1,0.069340645,0.004895465,0.143949867,0.006597947,0.174514348,0.01604863,0.148502666,0.027491333,0.014777764,0.001559936,0.069065319,0.000640998,0,0,0,0
Cer 20:0;3-24:0;1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cer 20:0;3-26:0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cer 18:0;3-26:0;2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cer 20:0;3-26:0;1,0,0,0.022603606,0.018132101,0.023015653,0.003395002,0.032173669,0.025516152,0,0,0,0,0,0,0,0
Cer 20:0;3-26:0;2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIPC 18:0;3,0,0,0,0,0,0,0,0,0.016387949,0.0057878,0.001696114,0.000919741,0.028410784,0.000818388,0.003478901,0.000417517
IPC 18:0;2-16:0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPC 18:0;3-16:0;0,0,0,0,0,0,0,0,0,0.544068777,0.04421975,0.240880028,0.011620025,0.268308971,0.014188501,0.247572356,0.009332883
IPC 18:0;3-16:0;1,0,0,0,0,0,0,0,0,0.071203505,0.006836352,0.079617443,7.84E-05,0.037120576,0.00183531,0.062647027,0.004947267
IPC 18:0;3-16:0;2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPC 18:0;2-18:0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPC 18:0;3-18:0;0,0,0,0,0,0,0,0,0,0.415977701,0.02919307,0.381782275,0.005982169,0.068069425,0.005721137,0.266651267,0.012993127
IPC 18:0;3-18:0;1,0,0,0,0,0,0,0,0,0.262899931,0.02904392,0.235600241,0.000701878,0.038804117,0.000567217,0.092748762,0.00951524
IPC 18:0;3-18:0;2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPC 18:0;2-20:0;0,0,0,0,0,0,0,0.000611202,0.000864371,0,0,0,0,0,0,0,0
IPC 18:0;3-20:0;0,0,0,0,0,0,0,0,0,0.016852759,0.00432129,0.169607052,0.000915069,0.28531823,0.008561586,0.273194158,0.003096675
IPC 18:0;3-20:0;1,0,0,0,0,0,0,0,0,0.015401297,0.001357626,0.159651439,0.00630355,0.344976883,0.00640935,0.459495061,0.017104168
IPC 18:0;3-20:0;2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPC 18:0;2-22:0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPC 18:0;3-22:0;0,0,0,0,0,0,0,0,0,0.000935915,0.001323583,0,0,2.085059487,0.014567234,1.158883555,0.009666701
IPC 18:0;3-22:0;1,0,0,0,0,0,0,0,0,0,0,0.011975482,0.000212246,4.176778898,0.08931971,3.762777976,0.014402152
IPC 18:0;3-22:0;2,0,0,0,0,0,0,0,0,0,0,0,0,0.029972785,0.00085793,0.04613713,0.000351748
IPC 18:0;3-24:0;0,0,0,0,0,0.004220736,0.0031811,0,0,0.092874935,0.004254202,0.066240031,0.005262417,0.132475689,0.00278141,0.907387401,0.009358739
IPC 18:0;3-24:0;1,0.092619266,0.005436677,0.0521241,0.009236921,0.268591308,0.008606671,0.041382398,0.003167445,0.237742142,0.007247416,0.323954617,0.008871956,0.330489751,0.00058497,2.386949247,0.047175956
IPC 18:0;3-24:0;2,0,0,0,0,0,0,0,0,0,0,0.0171045,0.005600139,0.007773439,0.010993303,0.035265488,0.003680914
IPC 18:0;3-26:0;0,0.047470618,0.000547973,0.092333412,0.007364749,0.144405369,0.004151355,0.083904247,0.00456602,0.098308739,0.004199039,0.169894481,0.007458978,0.005288437,0.001205705,0,0
IPC 20:0;3-24:0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02736838,0.002370263
IPC 18:0;3-26:0;1,0.633847672,0.018740923,1.116967053,0.102415057,2.281802609,0.026349642,0.98122665,0.007911273,0.291509744,0.000315223,1.037225487,0.010082931,0,0,0,0
IPC 20:0;3-24:0;1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125818552,0.000971471
IPC 18:0;3-26:0;2,0.087407398,0.001384238,0.432930667,0.050498994,0.296976717,0.003313809,0.430904736,0.019912546,0.033916965,0.002166925,0.127650358,0.008124076,0,0,0,0
IPC 20:0;3-26:0;0,0,0,0.044015852,0.00842101,0.020925864,0.002792394,0.04446117,0.004760439,0,0,0.017612737,0.005778088,0,0,0,0
IPC 20:0;3-26:0;1,0.003942776,0.005575927,0.386289809,0.034569509,0.306642073,0.009746716,0.46520892,0.007127434,0,0,0.128817137,0.002275919,0,0,0,0
IPC 20:0;3-26:0;2,0,0,0.010690365,0.004867652,0,0,0.005647747,0.007987121,0,0,0,0,0,0,0,0
MIPC 18:0;2-16:0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIPC 18:0;3-16:0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIPC 18:0;3-16:0;1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIPC 18:0;3-16:0;2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIPC 18:0;2-18:0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIPC 18:0;3-18:0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIPC 18:0;3-18:0;1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIPC 18:0;3-18:0;2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIPC 18:0;2-20:0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIPC 18:0;3-20:0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIPC 18:0;3-20:0;1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIPC 18:0;3-20:0;2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIPC 18:0;2-22:0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIPC 18:0;3-22:0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIPC 18:0;3-22:0;1,0,0,0,0,0,0,0,0,0,0,0,0,0.091245068,0.004386684,0.121998397,0.006301462
MIPC 18:0;3-22:0;2,0,0,0,0,0,0,0,0,0,0,0.001728872,0.002444995,0,0,0,0
MIPC 18:0;3-24:0;0,0,0,0,0,0.002084792,0.002948341,0,0,0,0,0,0,0,0,0,0
MIPC 18:0;3-24:0;1,0.006053205,0.008560525,0,0,0,0,0,0,0,0,0.030127323,0.011016278,0.035219262,0.006649471,0.100603064,0.011379231
MIPC 18:0;3-24:0;2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIPC 18:0;3-26:0;0,0.075070008,0.007024947,0.032244178,0.045600154,0.053299367,0.075376688,0.034174757,0.007259417,0.003045992,0.004307683,0.102965811,0.000694026,0,0,0,0
MIPC 20:0;3-24:0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIPC 18:0;3-26:0;1,1.545459247,0.00048374,1.035646459,0.048174276,2.109194048,0.040715703,1.006437871,0.009804346,0.095017021,0.004598098,1.095031905,0.029172588,0,0,0,0
MIPC 20:0;3-24:0;1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIPC 18:0;3-26:0;2,0,0,0.138730964,0.007292258,0,0,0.149747767,0.005403533,0,0,0,0,0,0,0,0
MIPC 20:0;3-26:0;0,0,0,0.00260717,0.003687095,0,0,0.008924049,0.01262051,0,0,0.019565216,0.014590638,0,0,0,0
MIPC 20:0;3-26:0;1,0,0,0.527955786,0.007604757,0.177224243,0.013066513,0.682380362,0.0260066,0,0,0.335869391,0.005440277,0,0,0,0
MIPC 20:0;3-26:0;2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M(IP)2C 18:0;2-16:0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M(IP)2C 18:0;3-16:0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M(IP)2C 18:0;3-16:0;1,0,0,0,0,0,0,0,0,0,0,0.00075084,0.001061848,0,0,0,0
M(IP)2C 18:0;3-16:0;2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M(IP)2C 18:0;2-18:0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M(IP)2C 18:0;3-18:0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M(IP)2C 18:0;3-18:0;1,0,0,0,0,0,0,0,0,0,0,0.000865051,0.001223367,0,0,0,0
M(IP)2C 18:0;3-18:0;2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M(IP)2C 18:0;2-20:0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000970885,0.001373039
M(IP)2C 18:0;3-20:0;0,0,0,0,0,0,0,0,0,0,0,0,0,0.031981772,0.008228878,0.010038908,0.004315485
M(IP)2C 18:0;3-20:0;1,0,0,0,0,0,0,0,0,0,0,0,0,0.040442361,0.002235359,0.043746433,0.010424656
M(IP)2C 18:0;3-20:0;2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M(IP)2C 18:0;2-22:0;0,0,0,0,0,0,0,0,0,0,0,0,0,0.001960091,0.002771987,0.009703261,0.001234084
M(IP)2C 18:0;3-22:0;0,0,0,0,0,0,0,0,0,0,0,0,0,0.30067361,0.007747702,0.17912367,0.002962402
M(IP)2C 18:0;3-22:0;1,0,0,0,0,0,0,0,0,0,0,0,0,0.654793286,0.002689681,0.583173179,0.017441136
M(IP)2C 18:0;3-22:0;2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M(IP)2C 18:0;3-24:0;0,0.003566416,0.001138997,0,0,0.038821456,0.003160544,0,0,0.075038261,0.005281403,0.002716153,0.003841221,0.218837752,0.00857544,0.317473632,0.001518062
M(IP)2C 18:0;3-24:0;1,0.065628085,0.003789145,0.002159943,0.00305462,0.133434575,0.007358229,0.003591693,0.000625251,0.223623486,0.006683487,0.116341319,0.009076922,0.766283836,0.008702015,1.046861842,0.01624134
M(IP)2C 18:0;3-24:0;2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M(IP)2C 18:0;3-26:0;0,0.5825666,0.026926159,0.331180034,0.004685917,1.141697818,0.017986326,0.266712329,0.036966293,1.434001335,0.027838546,0.546911378,0.025073732,0,0,0,0
M(IP)2C 20:0;3-24:0;0,0,0,0,0,0,0,0,0,0,0,0,0,0.002115735,0.002992101,0.079311396,0.000873789
M(IP)2C 18:0;3-26:0;1,8.892846944,0.517335177,4.395828381,0.1858601,16.6662511,0.506182134,3.735862535,0.318284169,5.255554091,0.252728895,4.126690819,0.132743324,0,0,0,0
M(IP)2C 20:0;3-24:0;1,0,0,0,0,0,0,0,0,0,0,0,0,0.035538982,0.007851367,0.485612506,0.016469239
M(IP)2C 18:0;3-26:0;2,0.048040142,0.002469565,0.129259999,0.002622739,0.103046615,0.005658016,0.112574003,0.014711744,0.013732091,0.00077376,0.03358849,0.010096186,0,0,0,0
M(IP)2C 20:0;3-26:0;0,0.011098124,0.00442815,0.313731744,0.024301499,0.062478184,0.006090393,0.309037443,0.039391887,0.051283507,6.97E-05,0.39009507,0.003497044,0,0,0,0
M(IP)2C 20:0;3-26:0;1,0.168074494,0.005139456,3.009943375,0.132456123,0.63311024,0.015703718,3.261027303,0.280678894,0.129623023,0.001473286,1.758359883,0.090339124,0,0,0,0
M(IP)2C 20:0;3-26:0;2,0,0,0.004668882,0.002710815,0,0,0.006979687,0.001768572,0,0,0,0,0,0,0,0
Ergosterol,11.97897988,0.250228494,13.17956629,0.666692712,12.63928383,0.01167972,12.79827778,1.225047343,10.90594269,0.612963059,13.75242242,0.196105826,9.073910884,0.071253338,12.27311284,0.230601352
Ergostadienol,2.355172319,0.052465971,0,0,1.085489114,1.535113427,0,0,0,0,0,0,1.685824114,0.039881685,0,0
